date,city,store,product,sales_revenue_aud,orders,customers,sales_channel,notes
2024-10-26,Perth,Perth Murray St,Urban Waterproof Jacket,3966.7,30,23,In-store,
2024-10-27,Sydney,Sydney CBD,Urban Waterproof Jacket,4869.39,29,29,In-store,
2024-10-27,Melbourne,Melbourne Central,Urban Waterproof Jacket,1671.95,15,11,In-store,
2024-10-27,Brisbane,Brisbane Queen St,Premium Storm Jacket,3815.11,33,26,Online,
2024-10-27,Perth,Perth Murray St,Lightweight Poncho,3257.65,0,19,In-store,Missing orders;
2024-10-28,Sydney,Sydney CBD,Premium Storm Jacket,2250.37,21,19,In-store,
2024-10-28,Melbourne,Melbourne Central,Classic Rain Jacket,3216.57,25,20,In-store,
2024-10-28,Brisbane,Brisbane Queen St,Classic Rain Jacket,2544.01,28,24,walk in,
2024-10-28,Perth,Perth Murray St,Urban Waterproof Jacket,1483.59,18,17,In-store,City typo/inconsistent format;
2024-10-29,Sydney,Sydney CBD,Urban Waterproof Jacket,4199.13,29,26,Online,
2024-10-29,Melbourne,Melbourne Central,Urban Waterproof Jacket,1846.79,21,18,In-store,
2024-10-29,Perth,Perth Murray St,Premium Storm Jacket,2182.16,14,11,In-store,
2024-10-30,Sydney,Sydney CBD,Premium Storm Jacket,4210.07,30,27,Online,
2024-10-30,Melbourne,Melb Central,Premium Storm Jacket,1980.24,24,20,Online,
2024-10-30,Brisbane,Brisbane Queen St,Lightweight Poncho,3367.06,18,18,In-store,
2024-10-30,Perth,Perth Murray St,Lightweight Poncho,3449.53,22,17,Online,
2024-10-31,Sydney,Sydney CBD,Lightweight Poncho,3940.05,29,25,Online,
2024-10-31,Melbourne,Melbourne Central,Premium Storm Jacket,3675.68,20,18,phone,
2024-10-31,Brisbane,Brisbane Queen St,Lightweight Poncho,1946.76,22,21,In-store,
2024-10-31,Perth,Perth Murray St,Lightweight Poncho,613.73,6,4,Online,
2024-11-01,Sydney,Sydney CBD,Urban Waterproof Jacket,3025.44,19,16,Online,
2024-11-01,Melbourne,Melbourne Central,Lightweight Poncho,1679.31,16,12,Online,
2024-11-01,Brisbane,Brisbane Queen St,Premium Storm Jacket,3060.85,18,13,Online,
2024-11-01,Perth,Perth Murray St,Urban Waterproof Jacket,2362.41,13,10,phone,
2024-11-02,Sydney,Sydney CBD,Classic Rain Jacket,2092.34,25,23,In-store,
2024-11-02,Melbourne,Melbourne Central,Premium Storm Jacket,3922.24,31,31,walk in,
2024-11-02,Brisbane,Brisbane Queen St,Lightweight Poncho,2931.39,27,28,walk in,
2024-11-02,Perth,Perth Murray St,Urban Waterproof Jacket,3052.92,24,19,phone,
2024-11-03,Sydney,Sydney CBD,Classic Rain Jacket,2289.66,27,27,walk in,
2024-11-03,Melbourne,Melbourne Central,Urban Waterproof Jacket,3539.75,23,18,Online,
2024-11-03,Brisbane,Brisbane Queen St,Classic Rain Jacket,1360.2,16,14,In-store,
2024-11-03,Perth,Perth-Murray,Premium Storm Jacket,1972.37,19,15,In-store,
2024-11-04,Sydney,Sydney CBD,Urban Waterproof Jacket,5076.14,36,33,Online,
2024-11-04,Melbourne,Melbourne Central,Premium Storm Jacket,5261.94,34,29,walk in,
2024-11-04,Brisbane,Brisbane Queen St,Classic Rain Jacket,2245.61,20,18,In-store,
2024-11-04,Perth,Perth Murray St,Premium Storm Jacket,2294.41,28,29,In-store,
2024-11-05,Sydney,Sydney CBD,Classic Rain Jacket,917.27,9,8,walk in,
2024-11-05,Melbourne,Melbourne Central,Urban Waterproof Jacket,4222.67,25,20,walk in,Orders stored as text;
2024-11-05,Brisbane,Brisbane Queen St,Classic Rain Jacket,3128.25,19,19,phone,
2024-11-05,Perth,Perth Murray St,Classic Rain Jacket,0.0,16,14,Online,City typo/inconsistent format; Missing revenue;
2024-11-06,Sydney,Sydney CBD,Urban Waterproof Jacket,1974.78,16,14,walk in,
2024-11-06,Melbourne,Melbourne Central,Lightweight Poncho,3289.39,37,33,Online,
2024-11-06,Brisbane,Brisbane Queen St,Premium Storm Jacket,3621.75,27,21,Online,
2024-11-06,Perth,Perth Murray St,Classic Rain Jacket,3099.87,30,28,In-store,
2024-11-07,Sydney,Sydney-CBD,Urban Waterproof Jacket,1968.3,19,18,Online,
2024-11-07,Melbourne,Melbourne Central,Premium Storm Jacket,2396.39,28,27,phone,
2024-11-07,Brisbane,Brisbane Queen St,Premium Storm Jacket,3630.27,30,27,walk in,
2024-11-07,Perth,Perth Murray St,Premium Storm Jacket,3352.77,28,25,In-store,
2024-11-08,Unknown,Sydney CBD,Lightweight Poncho,3255.95,20,18,In-store,City typo/inconsistent format;
2024-11-08,Melbourne,Melbourne Central,Lightweight Poncho,5615.34,29,26,Online,
2024-11-08,Perth,Perth Murray St,Urban Waterproof Jacket,4085.49,24,23,Online,
2024-11-09,Sydney,Sydney CBD,Premium Storm Jacket,5093.53,31,24,walk in,
2024-11-09,Melbourne,Melbourne Central,Premium Storm Jacket,2184.24,20,20,walk in,
2024-11-09,Brisbane,Brisbane Queen St,Classic Rain Jacket,5633.06,28,21,Online,
2024-11-09,Perth,Perth Murray St,Classic Rain Jacket,2253.09,25,22,Online,
2024-11-10,Sydney,Sydney CBD,Classic Rain Jacket,1556.85,18,18,In-store,
2024-11-10,Melbourne,Melbourne Central,Urban Waterproof Jacket,1014.59,11,9,Online,
2024-11-10,Brisbane,Brisbane Queen St,Lightweight Poncho,1633.62,16,15,Online,
2024-11-10,Perth,Perth Murray St,Classic Rain Jacket,3937.48,29,22,walk in,
2024-11-11,Sydney,Sydney CBD,Premium Storm Jacket,4020.41,29,27,In-store,
2024-11-11,Melbourne,Melbourne Central,Urban Waterproof Jacket,3004.0,17,15,Online,
2024-11-11,Brisbane,Brisbane Queen St,Classic Rain Jacket,3146.37,24,21,phone,
2024-11-11,Perth,Perth Murray St,Urban Waterproof Jacket,2899.8,18,13,walk in,
2024-11-12,Sydney,Sydney CBD,Urban Waterproof Jacket,1274.97,13,0,In-store,Missing customers;
2024-11-12,Melbourne,Melbourne Central,Urban Waterproof Jacket,3748.6,30,25,In-store,
2024-11-12,Brisbane,Brisbane Queen St,Classic Rain Jacket,2648.34,35,35,phone,
2024-11-12,Perth,Perth Murray St,Premium Storm Jacket,2313.74,18,14,In-store,
2024-11-13,Sydney,Sydney CBD,Lightweight Poncho,1223.74,16,12,Online,
2024-11-13,Melbourne,Melbourne Central,Urban Waterproof Jacket,2372.52,16,16,Online,
2024-11-13,Brisbane,Brisbane Queen St,Lightweight Poncho,4115.89,31,0,walk in,Missing customers;
2024-11-13,Perth,Perth Murray St,Urban Waterproof Jacket,1892.8,16,13,Online,
2024-11-14,Sydney,Sydney CBD,Urban Waterproof Jacket,4182.43,37,0,In-store,Missing customers;
2024-11-14,Melbourne,Melbourne Central,Lightweight Poncho,3293.67,24,18,Online,
2024-11-14,Brisbane,Brisbane Queen St,Classic Rain Jacket,3196.91,17,13,walk in,
2024-11-14,Perth,Perth Murray St,Urban Waterproof Jacket,1077.32,12,10,phone,
2024-11-15,Sydney,Sydney CBD,Urban Waterproof Jacket,1787.6,17,16,In-store,
2024-11-15,Melbourne,Melbourne Central,Urban Waterproof Jacket,5997.28,39,34,walk in,
2024-11-15,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,0.0,12,12,In-store,Missing revenue;
2024-11-15,Perth,Perth Murray St,Lightweight Poncho,2747.7,21,17,walk in,
2024-11-16,Sydney,Sydney CBD,Premium Storm Jacket,2286.73,24,20,Online,
2024-11-16,Melbourne,Melbourne Central,Lightweight Poncho,4643.13,30,27,walk in,
2024-11-16,Brisbane,Brisbane Queen St,Lightweight Poncho,4172.81,39,38,Online,
2024-11-16,Perth,Perth Murray St,Lightweight Poncho,4393.91,23,23,Online,
2024-11-17,Sydney,Sydney CBD,Lightweight Poncho,1591.39,18,16,Online,
2024-11-17,Melbourne,Melbourne Central,Lightweight Poncho,3836.92,23,21,Online,
2024-11-17,Brisbane,Brisbane Queen St,Premium Storm Jacket,3471.12,22,23,Online,City typo/inconsistent format;
2024-11-17,Perth,Perth Murry St,Premium Storm Jacket,2069.39,17,17,Online,
2024-11-18,Sydney,Sydney CBD,Classic Rain Jacket,0.0,25,23,In-store,Missing revenue;
2024-11-18,Melbourne,Melbourne Central,Premium Storm Jacket,1290.79,17,16,In-store,
2024-11-18,Brisbane,Brisbane Q Street,Premium Storm Jacket,1871.39,19,17,Online,
2024-11-18,Perth,Perth Murray St,Lightweight Poncho,1952.63,15,13,Online,
2024-11-19,Sydney,Sydney CBD,Urban Waterproof Jacket,2648.68,31,32,phone,
2024-11-19,Melbourne,Melbourne Central,Classic Rain Jacket,1201.08,14,14,Online,
2024-11-19,Brisbane,Brisbane Queen St,Classic Rain Jacket,763.3,9,7,Online,
2024-11-19,Perth,Perth Murray St,Classic Rain Jacket,3466.55,28,24,Online,
2024-11-20,Sydney,Sydney CBD,Classic Rain Jacket,1405.91,17,17,Online,
2024-11-20,Melbourne,Melbourne Central,Classic Rain Jacket,2849.1,22,18,Online,
2024-11-20,Brisbane,Brisbane Queen St,Premium Storm Jacket,1435.93,8,6,Online,
2024-11-20,Unknown,Perth Murray St,Classic Rain Jacket,2790.08,21,16,Online,
2024-11-21,Sydney,Sydney CBD,Premium Storm Jacket,2140.65,24,21,walk in,
2024-11-21,Melbourne,Melbourne Central,Urban Waterproof Jacket,3480.13,33,27,Online,
2024-11-21,Brisbane,Brisbane Queen St,Lightweight Poncho,2608.22,26,20,phone,
2024-11-21,Perth,Perth Murray St,Classic Rain Jacket,4094.2,26,19,Online,
2024-11-22,Sydney,Sydney CBD,Urban Waterproof Jacket,1680.22,19,17,Online,City typo/inconsistent format;
2024-11-22,Melbourne,Melbourne Central,Lightweight Poncho,3450.02,21,16,walk in,City typo/inconsistent format;
2024-11-22,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2229.82,28,21,walk in,
2024-11-23,Sydney,Sydney CBD,Classic Rain Jacket,4225.72,31,23,In-store,
2024-11-23,Melbourne,Melbourne Cntrl,Classic Rain Jacket,3124.88,21,21,Online,
2024-11-23,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2545.99,29,25,Online,
2024-11-23,Perth,Perth Murray St,Lightweight Poncho,254.68,2,1,phone,
2024-11-24,Sydney,Sydney CBD,Premium Storm Jacket,1079.62,7,7,Online,
2024-11-24,Melbourne,Melbourne Central,Classic Rain Jacket,2945.32,29,28,Online,
2024-11-24,Brisbane,Brisbane Queen St,Premium Storm Jacket,1122.92,14,12,Online,
2024-11-24,Perth,Perth Murray St,Classic Rain Jacket,5457.1,38,29,Online,Orders stored as text;
2024-11-25,Sydney,Syd CBD,Lightweight Poncho,2427.51,28,28,Online,
2024-11-25,Melbourne,Melbourne Central,Urban Waterproof Jacket,4221.78,25,22,In-store,
2024-11-25,Brisbane,Brisbane Queen St,Lightweight Poncho,2856.8,0,24,In-store,Missing orders;
2024-11-25,Perth,Perth Murray St,Premium Storm Jacket,3460.66,34,29,Online,
2024-11-26,Sydney,Sydney CBD,Classic Rain Jacket,1492.25,11,8,Online,
2024-11-26,Melbourne,Melbourne Central,Lightweight Poncho,2668.37,13,11,In-store,
2024-11-26,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,674.74,6,5,Online,
2024-11-26,Unknown,Perth Murray St,Premium Storm Jacket,2259.58,28,23,Online,City typo/inconsistent format;
2024-11-27,Sydney,Sydney CBD,Classic Rain Jacket,3065.11,21,44,In-store,Customers unusually high vs orders;
2024-11-27,Melbourne,Melbourne Central,Classic Rain Jacket,3379.47,34,34,walk in,
2024-11-27,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2477.94,20,45,Online,Customers unusually high vs orders;
2024-11-27,Perth,Perth Murray St,Premium Storm Jacket,2349.57,25,51,Online,Customers unusually high vs orders;
2024-11-28,Sydney,Sydney CBD,Premium Storm Jacket,2292.8,29,21,In-store,
2024-11-28,Melbourne,Melbourne Central,Lightweight Poncho,3643.39,27,21,phone,
2024-11-28,Brisbane,Brisbane Queen St,Lightweight Poncho,4188.79,37,35,walk in,
2024-11-28,Perth,Perth Murray St,Urban Waterproof Jacket,2932.33,26,25,phone,
2024-11-29,Sydney,Sydney CBD,Urban Waterproof Jacket,2013.04,21,18,Online,
2024-11-29,Melbourne,Melbourne Central,Classic Rain Jacket,3987.39,20,15,In-store,
2024-11-29,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4596.24,27,20,phone,
2024-11-29,Perth,Perth Murray St,Lightweight Poncho,3627.16,24,23,Online,
2024-11-30,Sydney,Sydney CBD,Classic Rain Jacket,3722.96,30,28,In-store,
2024-11-30,Melbourne,Melbourne Central,Classic Rain Jacket,3133.12,25,21,walk in,
2024-11-30,Brisbane,Brisbane Queen St,Classic Rain Jacket,2349.73,23,23,In-store,
2024-11-30,Perth,Perth Murry St,Urban Waterproof Jacket,3842.03,20,15,Online,
2024-12-01,Sydney,Sydney CBD,Urban Waterproof Jacket,3711.99,20,17,In-store,Orders stored as text;
2024-12-01,Melbourne,Melbourne Central,Lightweight Poncho,1827.9,20,17,In-store,
2024-12-01,Perth,Perth Murray St,Premium Storm Jacket,1695.23,18,15,Online,
2024-12-02,Sydney,Sydney CBD,Premium Storm Jacket,1917.0,19,15,phone,
2024-12-02,Brisbane,Brisbane Q Street,Urban Waterproof Jacket,2977.39,18,17,In-store,
2024-12-02,Perth,Perth Murray St,Lightweight Poncho,1842.96,12,9,In-store,
2024-12-03,Sydney,Sydney CBD,Classic Rain Jacket,2394.61,19,19,In-store,
2024-12-03,Melbourne,Melbourne Central,Classic Rain Jacket,1709.28,18,13,Online,
2024-12-03,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2382.42,20,18,In-store,
2024-12-03,Perth,Perth Murray St,Lightweight Poncho,4129.33,26,20,Online,
2024-12-04,Sydney,Sydney CBD,Classic Rain Jacket,2181.48,22,16,phone,
2024-12-04,Melbourne,Melbourne Central,Lightweight Poncho,3065.45,24,21,Online,
2024-12-04,Brisbane,Brisbane Queen St,Lightweight Poncho,2400.17,25,19,phone,
2024-12-04,Perth,Perth Murry St,Urban Waterproof Jacket,2216.22,26,23,walk in,
2024-12-05,Sydney,Sydney CBD,Premium Storm Jacket,2497.33,25,21,In-store,
2024-12-05,Melbourne,Melbourne Central,Premium Storm Jacket,3216.49,25,20,walk in,
2024-12-05,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2741.06,31,26,phone,
2024-12-05,Perth,Perth Murray St,Premium Storm Jacket,3856.76,22,17,Online,
2024-12-06,Sydney,Syd CBD,Premium Storm Jacket,2480.31,27,26,phone,
2024-12-06,Melbourne,Melbourne Central,Classic Rain Jacket,4054.41,35,29,Online,
2024-12-06,Brisbane,Brisbane Queen St,Classic Rain Jacket,1645.52,15,12,In-store,
2024-12-06,Perth,Perth Murray St,Lightweight Poncho,3059.47,21,20,Online,
2024-12-07,Sydney,Syd CBD,Classic Rain Jacket,1959.18,20,16,In-store,
2024-12-07,Melbourne,Melbourne Central,Urban Waterproof Jacket,2399.01,23,23,In-store,
2024-12-07,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3140.34,25,19,In-store,
2024-12-07,Perth,Perth Murray St,Lightweight Poncho,0.0,37,32,phone,Missing revenue;
2024-12-08,Sydney,Sydney CBD,Classic Rain Jacket,5088.16,30,28,Online,
2024-12-08,Melbourne,Melbourne Central,Lightweight Poncho,2185.32,16,12,Online,
2024-12-08,Brisbane,Brisbane Queen St,Classic Rain Jacket,0.0,25,21,walk in,Revenue stored as text;
2024-12-08,Perth,Perth Murray St,Urban Waterproof Jacket,5099.13,31,32,In-store,
2024-12-09,Sydney,Sydney CBD,Urban Waterproof Jacket,2563.87,25,25,In-store,
2024-12-09,Melbourne,Melbourne Central,Lightweight Poncho,383.69,5,4,phone,
2024-12-09,Brisbane,Brisbane Queen St,Lightweight Poncho,2441.86,16,13,Online,
2024-12-09,Perth,Perth Murry St,Classic Rain Jacket,662.81,5,3,walk in,
2024-12-10,Sydney,Syd CBD,Urban Waterproof Jacket,4057.49,22,22,In-store,
2024-12-10,Melbourne,Melb Central,Classic Rain Jacket,3100.17,16,13,In-store,
2024-12-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,2308.14,14,12,Online,
2024-12-10,Perth,Perth Murray St,Classic Rain Jacket,1868.58,22,19,In-store,
2024-12-11,Sydney,Sydney CBD,Premium Storm Jacket,1823.43,22,16,In-store,
2024-12-11,Melbourne,Melbourne Central,Lightweight Poncho,2953.32,31,27,In-store,
2024-12-11,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1842.0,22,21,Online,
2024-12-11,Perth,Perth Murray St,Lightweight Poncho,1150.06,11,10,In-store,
2024-12-12,Sydney,Sydney CBD,Premium Storm Jacket,3873.01,24,21,Online,
2024-12-12,Melbourne,Melbourne Central,Urban Waterproof Jacket,1232.48,11,10,phone,
2024-12-12,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3085.67,23,22,Online,
2024-12-12,Perth,Perth Murray St,Premium Storm Jacket,3037.24,25,20,In-store,
2024-12-13,Sydney,Sydney-CBD,Urban Waterproof Jacket,0.0,25,25,Online,Revenue stored as text;
2024-12-13,Melbourne,Melbourne Central,Classic Rain Jacket,2748.71,17,13,Online,
2024-12-13,Brisbane,Brisbane Queen St,Lightweight Poncho,2237.32,17,14,In-store,
2024-12-13,Perth,Perth Murray St,Premium Storm Jacket,2956.88,22,18,In-store,
2024-12-14,Sydney,Sydney CBD,Premium Storm Jacket,3245.29,32,26,Online,
2024-12-14,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2054.12,23,23,phone,
2024-12-14,Unknown,Perth Murray St,Premium Storm Jacket,1673.0,13,11,Online,
2024-12-15,Sydney,Sydney CBD,Lightweight Poncho,4988.12,29,24,In-store,
2024-12-15,Melbourne,Melbourne Central,Urban Waterproof Jacket,2197.27,24,25,phone,
2024-12-15,Brisbane,Brisbane Queen St,Lightweight Poncho,688.21,7,5,phone,
2024-12-15,Perth,Perth Murray St,Premium Storm Jacket,1563.97,12,9,Online,
2024-12-16,Sydney,Sydney-CBD,Urban Waterproof Jacket,4613.18,37,36,Online,
2024-12-16,Melbourne,Melbourne Central,Classic Rain Jacket,2699.09,16,12,phone,
2024-12-16,Brisbane,Brisbane Queen St,Classic Rain Jacket,3062.37,20,16,Online,Orders stored as text;
2024-12-16,Perth,Perth Murray St,Premium Storm Jacket,2609.35,27,57,phone,Customers unusually high vs orders;
2024-12-17,Sydney,Sydney CBD,Premium Storm Jacket,1891.75,22,21,walk in,
2024-12-17,Melbourne,Melbourne Central,Premium Storm Jacket,1577.15,12,12,In-store,
2024-12-17,Brisbane,Brisbane Queen St,Premium Storm Jacket,1038.25,12,11,Online,
2024-12-17,Perth,Perth Murray St,Lightweight Poncho,2031.52,19,17,Online,
2024-12-18,Sydney,Sydney CBD,Urban Waterproof Jacket,1977.91,22,21,In-store,
2024-12-18,Melbourne,Melbourne Central,Urban Waterproof Jacket,3022.62,27,22,In-store,City typo/inconsistent format;
2024-12-18,Brisbane,Brisbane Queen St,Classic Rain Jacket,3144.46,23,17,In-store,
2024-12-18,Perth,Perth Murray St,Classic Rain Jacket,1233.26,14,14,phone,
2024-12-19,Sydney,Sydney CBD,Classic Rain Jacket,470.39,6,5,Online,
2024-12-19,Melbourne,Melbourne Central,Classic Rain Jacket,1855.52,21,20,Online,
2024-12-19,Brisbane,Brisbane Queen St,Classic Rain Jacket,4000.95,30,26,In-store,
2024-12-19,Perth,Perth Murray St,Premium Storm Jacket,1794.1,10,8,Online,
2024-12-20,Unknown,Sydney CBD,Urban Waterproof Jacket,1444.12,18,15,walk in,City typo/inconsistent format;
2024-12-20,Melbourne,Melbourne Central,Premium Storm Jacket,778.17,7,7,In-store,
2024-12-20,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,0.0,33,32,In-store,Revenue stored as text;
2024-12-20,Perth,Perth Murray St,Urban Waterproof Jacket,3880.52,22,22,walk in,
2024-12-21,Sydney,Sydney CBD,Classic Rain Jacket,3528.37,31,26,Online,
2024-12-21,Melbourne,Melbourne Central,Premium Storm Jacket,1311.52,10,9,walk in,
2024-12-21,Brisbane,Brisbane Queen St,Premium Storm Jacket,3038.16,21,18,In-store,
2024-12-21,Perth,Perth Murray St,Premium Storm Jacket,2526.25,25,19,Online,
2024-12-22,Sydney,Sydney CBD,Premium Storm Jacket,5827.44,29,25,walk in,
2024-12-22,Melbourne,Melbourne Central,Lightweight Poncho,5725.47,39,34,Online,
2024-12-22,Brisbane,Brisbane Queen St,Premium Storm Jacket,0.0,0,21,walk in,Missing revenue; Missing orders;
2024-12-22,Perth,Perth Murray St,Classic Rain Jacket,2529.77,25,23,Online,
2024-12-23,Sydney,Sydney CBD,Urban Waterproof Jacket,2660.9,15,15,phone,
2024-12-23,Melbourne,Melbourne Central,Lightweight Poncho,1801.83,21,17,Online,
2024-12-23,Brisbane,Brisbane Q Street,Classic Rain Jacket,1008.1,0,4,walk in,Missing orders;
2024-12-23,Perth,Perth Murray St,Lightweight Poncho,5608.77,32,27,Online,
2024-12-24,Unknown,Sydney CBD,Urban Waterproof Jacket,2074.83,19,18,In-store,
2024-12-24,Melbourne,Melbourne Central,Classic Rain Jacket,2368.65,29,30,Online,
2024-12-24,Brisbane,Brisbane Queen St,Classic Rain Jacket,1781.83,14,10,walk in,
2024-12-24,Perth,Perth Murray St,Classic Rain Jacket,2357.34,22,20,In-store,
2024-12-25,Sydney,Sydney CBD,Lightweight Poncho,2591.92,23,20,Online,
2024-12-25,Sydney,Sydney CBD,Lightweight Poncho,2591.92,23,20,Online,Possible duplicate row
2024-12-25,Melbourne,Melbourne Central,Classic Rain Jacket,1347.51,16,15,In-store,
2024-12-25,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1881.05,17,12,Online,
2024-12-25,Perth,Perth Murray St,Lightweight Poncho,2235.87,22,20,In-store,
2024-12-26,Sydney,Sydney CBD,Urban Waterproof Jacket,1673.63,21,19,In-store,
2024-12-26,Melbourne,Melbourne Central,Premium Storm Jacket,1081.11,12,11,walk in,Orders stored as text;
2024-12-26,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1556.84,17,15,In-store,
2024-12-26,Perth,Perth-Murray,Classic Rain Jacket,1190.52,11,10,Online,
2024-12-27,Sydney,Sydney CBD,Classic Rain Jacket,0.0,47,46,Online,Missing revenue;
2024-12-27,Melbourne,Melbourne Central,Premium Storm Jacket,3231.48,29,27,walk in,
2024-12-27,Unknown,Brisbane Queen St,Classic Rain Jacket,2252.48,24,20,Online,Missing city; Orders stored as text;
2024-12-27,Perth,Perth Murray St,Classic Rain Jacket,2665.22,21,20,phone,
2024-12-28,Unknown,Sydney CBD,Urban Waterproof Jacket,2770.79,20,15,In-store,Missing city;
2024-12-28,Melbourne,Melbourne Central,Classic Rain Jacket,643.24,7,6,Online,
2024-12-28,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3855.75,22,16,In-store,
2024-12-28,Perth,Perth Murray St,Lightweight Poncho,4850.75,29,28,In-store,Orders stored as text;
2024-12-29,Sydney,Sydney CBD,Premium Storm Jacket,2999.45,26,26,walk in,
2024-12-29,Unknown,Brisbane Queen St,Classic Rain Jacket,408.48,4,3,phone,Missing city;
2024-12-29,Perth,Perth Murray St,Premium Storm Jacket,6393.33,42,35,phone,
2024-12-30,Sydney,Sydney CBD,Premium Storm Jacket,2901.94,19,18,In-store,
2024-12-30,Melbourne,Melbourne Central,Premium Storm Jacket,3967.83,26,26,walk in,
2024-12-30,Brisbane,Brisbane Queen St,Classic Rain Jacket,3502.25,31,23,Online,
2024-12-30,Perth,Perth Murray St,Premium Storm Jacket,2564.98,22,16,phone,
2024-12-31,Sydney,Sydney CBD,Premium Storm Jacket,2777.16,26,20,Online,
